iso3,country,indicator,year,value
AFE,Africa Eastern and Southern,NY.GDP.PCAP.KD,2024,1432.50843496815
AFE,Africa Eastern and Southern,NY.GDP.PCAP.KD,2023,1428.54623843676
AFE,Africa Eastern and Southern,NY.GDP.PCAP.KD,2022,1437.09139374966
AFW,Africa Western and Central,NY.GDP.PCAP.KD,2024,1820.07044608507
AFW,Africa Western and Central,NY.GDP.PCAP.KD,2023,1782.32607004266
AFW,Africa Western and Central,NY.GDP.PCAP.KD,2022,1761.05945140847
ARB,Arab World,NY.GDP.PCAP.KD,2024,6311.25329101256
ARB,Arab World,NY.GDP.PCAP.KD,2023,6322.02558331114
ARB,Arab World,NY.GDP.PCAP.KD,2022,6361.38084442534
CSS,Caribbean small states,NY.GDP.PCAP.KD,2024,18643.3738062746
CSS,Caribbean small states,NY.GDP.PCAP.KD,2023,16520.5066629775
CSS,Caribbean small states,NY.GDP.PCAP.KD,2022,15259.8516050593
CEB,Central Europe and the Baltics,NY.GDP.PCAP.KD,2024,16862.8261090388
CEB,Central Europe and the Baltics,NY.GDP.PCAP.KD,2023,16496.6728779092
CEB,Central Europe and the Baltics,NY.GDP.PCAP.KD,2022,16396.9966397292
EAR,Early-demographic dividend,NY.GDP.PCAP.KD,2024,3884.38931770884
EAR,Early-demographic dividend,NY.GDP.PCAP.KD,2023,3783.31364991383
EAR,Early-demographic dividend,NY.GDP.PCAP.KD,2022,3676.37654127034
EAS,East Asia & Pacific,NY.GDP.PCAP.KD,2024,13295.329301063
EAS,East Asia & Pacific,NY.GDP.PCAP.KD,2023,12838.6681574645
EAS,East Asia & Pacific,NY.GDP.PCAP.KD,2022,12361.4385727479
EAP,East Asia & Pacific (excluding high income),NY.GDP.PCAP.KD,2024,10127.9180882519
EAP,East Asia & Pacific (excluding high income),NY.GDP.PCAP.KD,2023,9666.08432645256
EAP,East Asia & Pacific (excluding high income),NY.GDP.PCAP.KD,2022,9200.1190748992
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.PCAP.KD,2024,10241.9890248099
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.PCAP.KD,2023,9774.78042985959
TEA,East Asia & Pacific (IDA & IBRD countries),NY.GDP.PCAP.KD,2022,9303.40405088781
EMU,Euro area,NY.GDP.PCAP.KD,2024,37747.5762546902
EMU,Euro area,NY.GDP.PCAP.KD,2023,37542.8850711276
EMU,Euro area,NY.GDP.PCAP.KD,2022,37533.5524037551
ECS,Europe & Central Asia,NY.GDP.PCAP.KD,2024,26049.7447851247
ECS,Europe & Central Asia,NY.GDP.PCAP.KD,2023,25741.0380070691
ECS,Europe & Central Asia,NY.GDP.PCAP.KD,2022,25489.1529254156
ECA,Europe & Central Asia (excluding high income),NY.GDP.PCAP.KD,2024,8719.2497368167
ECA,Europe & Central Asia (excluding high income),NY.GDP.PCAP.KD,2023,8435.75381106955
ECA,Europe & Central Asia (excluding high income),NY.GDP.PCAP.KD,2022,7972.62807689424
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.PCAP.KD,2024,10509.1101785927
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.PCAP.KD,2023,10132.3013270566
TEC,Europe & Central Asia (IDA & IBRD countries),NY.GDP.PCAP.KD,2022,9708.77674684136
EUU,European Union,NY.GDP.PCAP.KD,2024,34899.3225839678
EUU,European Union,NY.GDP.PCAP.KD,2023,34626.5282460477
EUU,European Union,NY.GDP.PCAP.KD,2022,34606.1111714906
HPC,Heavily indebted poor countries (HIPC),NY.GDP.PCAP.KD,2024,1016.27398761692
HPC,Heavily indebted poor countries (HIPC),NY.GDP.PCAP.KD,2023,992.174917021435
HPC,Heavily indebted poor countries (HIPC),NY.GDP.PCAP.KD,2022,983.847120090035
,High income,NY.GDP.PCAP.KD,2024,42026.5401511337
,High income,NY.GDP.PCAP.KD,2023,41501.2948730887
,High income,NY.GDP.PCAP.KD,2022,41064.1952230136
IBD,IBRD only,NY.GDP.PCAP.KD,2024,7516.23109692996
IBD,IBRD only,NY.GDP.PCAP.KD,2023,7237.59788175414
IBD,IBRD only,NY.GDP.PCAP.KD,2022,6950.42582854395
IBT,IDA & IBRD total,NY.GDP.PCAP.KD,2024,5825.50541967732
IBT,IDA & IBRD total,NY.GDP.PCAP.KD,2023,5634.16482692317
IBT,IDA & IBRD total,NY.GDP.PCAP.KD,2022,5440.77771363889
IDB,IDA blend,NY.GDP.PCAP.KD,2024,2107.6638668718
IDB,IDA blend,NY.GDP.PCAP.KD,2023,2062.62356419287
IDB,IDA blend,NY.GDP.PCAP.KD,2022,2043.42372895199
IDX,IDA only,NY.GDP.PCAP.KD,2024,1173.2818683549
IDX,IDA only,NY.GDP.PCAP.KD,2023,1147.16316787956
IDX,IDA only,NY.GDP.PCAP.KD,2022,1135.34471641403
IDA,IDA total,NY.GDP.PCAP.KD,2024,1498.37807376176
IDA,IDA total,NY.GDP.PCAP.KD,2023,1466.40467616719
IDA,IDA total,NY.GDP.PCAP.KD,2022,1452.67025448891
LTE,Late-demographic dividend,NY.GDP.PCAP.KD,2024,11918.0405122553
LTE,Late-demographic dividend,NY.GDP.PCAP.KD,2023,11414.6924038042
LTE,Late-demographic dividend,NY.GDP.PCAP.KD,2022,10941.9407766362
LCN,Latin America & Caribbean,NY.GDP.PCAP.KD,2024,8871.53601669473
LCN,Latin America & Caribbean,NY.GDP.PCAP.KD,2023,8736.17680385723
LCN,Latin America & Caribbean,NY.GDP.PCAP.KD,2022,8606.55427761644
LAC,Latin America & Caribbean (excluding high income),NY.GDP.PCAP.KD,2024,8307.70645839353
LAC,Latin America & Caribbean (excluding high income),NY.GDP.PCAP.KD,2023,8203.23895137503
LAC,Latin America & Caribbean (excluding high income),NY.GDP.PCAP.KD,2022,8089.0443057316
TLA,Latin America & the Caribbean (IDA & IBRD countries),NY.GDP.PCAP.KD,2024,8744.52778534944
TLA,Latin America & the Caribbean (IDA & IBRD countries),NY.GDP.PCAP.KD,2023,8611.07781121831
TLA,Latin America & the Caribbean (IDA & IBRD countries),NY.GDP.PCAP.KD,2022,8479.2645101924
LDC,Least developed countries: UN classification,NY.GDP.PCAP.KD,2024,1090.57292521647
LDC,Least developed countries: UN classification,NY.GDP.PCAP.KD,2023,1074.29165043316
LDC,Least developed countries: UN classification,NY.GDP.PCAP.KD,2022,1066.56260269683
LMY,Low & middle income,NY.GDP.PCAP.KD,2024,5539.32895443457
LMY,Low & middle income,NY.GDP.PCAP.KD,2023,5358.98340901979
LMY,Low & middle income,NY.GDP.PCAP.KD,2022,5170.6906311666
,Low income,NY.GDP.PCAP.KD,2024,701.876749725515
,Low income,NY.GDP.PCAP.KD,2023,697.417753503119
,Low income,NY.GDP.PCAP.KD,2022,707.920608976212
,Lower middle income,NY.GDP.PCAP.KD,2024,2270.11004592826
,Lower middle income,NY.GDP.PCAP.KD,2023,2182.51186143558
,Lower middle income,NY.GDP.PCAP.KD,2022,2100.10158614282
MEA,"Middle East, North Africa, Afghanistan & Pakistan",NY.GDP.PCAP.KD,2024,5485.38728777077
MEA,"Middle East, North Africa, Afghanistan & Pakistan",NY.GDP.PCAP.KD,2023,5463.85312225795
MEA,"Middle East, North Africa, Afghanistan & Pakistan",NY.GDP.PCAP.KD,2022,5446.99294793607
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",NY.GDP.PCAP.KD,2024,3032.00524250795
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",NY.GDP.PCAP.KD,2023,3016.25210020449
MNA,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",NY.GDP.PCAP.KD,2022,2982.78335555639
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",NY.GDP.PCAP.KD,2024,3037.56299208501
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",NY.GDP.PCAP.KD,2023,3016.38786220006
TMN,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",NY.GDP.PCAP.KD,2022,2981.95267795857
MIC,Middle income,NY.GDP.PCAP.KD,2024,6143.92793992414
MIC,Middle income,NY.GDP.PCAP.KD,2023,5930.65300014784
MIC,Middle income,NY.GDP.PCAP.KD,2022,5707.56983867332
NAC,North America,NY.GDP.PCAP.KD,2024,64506.5636066642
NAC,North America,NY.GDP.PCAP.KD,2023,63532.0076871763
NAC,North America,NY.GDP.PCAP.KD,2022,62404.6210602795
,Not classified,NY.GDP.PCAP.KD,2024,
,Not classified,NY.GDP.PCAP.KD,2023,
,Not classified,NY.GDP.PCAP.KD,2022,
OED,OECD members,NY.GDP.PCAP.KD,2024,40700.644346174
OED,OECD members,NY.GDP.PCAP.KD,2023,40246.7434272636
OED,OECD members,NY.GDP.PCAP.KD,2022,39804.662496136
OSS,Other small states,NY.GDP.PCAP.KD,2024,12591.7678646757
OSS,Other small states,NY.GDP.PCAP.KD,2023,12357.3872788898
OSS,Other small states,NY.GDP.PCAP.KD,2022,12090.2779307406
PSS,Pacific island small states,NY.GDP.PCAP.KD,2024,3983.82503549085
PSS,Pacific island small states,NY.GDP.PCAP.KD,2023,3890.39488708922
PSS,Pacific island small states,NY.GDP.PCAP.KD,2022,3673.22544665674
PST,Post-demographic dividend,NY.GDP.PCAP.KD,2024,46868.8115104791
PST,Post-demographic dividend,NY.GDP.PCAP.KD,2023,46338.3245846606
PST,Post-demographic dividend,NY.GDP.PCAP.KD,2022,45677.3513142375
PRE,Pre-demographic dividend,NY.GDP.PCAP.KD,2024,1439.73712111225
PRE,Pre-demographic dividend,NY.GDP.PCAP.KD,2023,1429.18875247624
PRE,Pre-demographic dividend,NY.GDP.PCAP.KD,2022,1430.90365853734
SST,Small states,NY.GDP.PCAP.KD,2024,12794.3634985188
SST,Small states,NY.GDP.PCAP.KD,2023,12160.0587635306
SST,Small states,NY.GDP.PCAP.KD,2022,11682.1880704072
SAS,South Asia,NY.GDP.PCAP.KD,2024,2329.35958665331
SAS,South Asia,NY.GDP.PCAP.KD,2023,2201.34248982502
SAS,South Asia,NY.GDP.PCAP.KD,2022,2079.70096039385
TSA,South Asia (IDA & IBRD),NY.GDP.PCAP.KD,2024,2329.35958665331
TSA,South Asia (IDA & IBRD),NY.GDP.PCAP.KD,2023,2201.34248982502
TSA,South Asia (IDA & IBRD),NY.GDP.PCAP.KD,2022,2079.70096039385
SSF,Sub-Saharan Africa,NY.GDP.PCAP.KD,2024,1588.93961326571
SSF,Sub-Saharan Africa,NY.GDP.PCAP.KD,2023,1571.4055801623
SSF,Sub-Saharan Africa,NY.GDP.PCAP.KD,2022,1568.02152788113
SSA,Sub-Saharan Africa (excluding high income),NY.GDP.PCAP.KD,2024,1587.52608812619
SSA,Sub-Saharan Africa (excluding high income),NY.GDP.PCAP.KD,2023,1570.00530365333
SSA,Sub-Saharan Africa (excluding high income),NY.GDP.PCAP.KD,2022,1566.66436596342
TSS,Sub-Saharan Africa (IDA & IBRD countries),NY.GDP.PCAP.KD,2024,1588.93961326571
TSS,Sub-Saharan Africa (IDA & IBRD countries),NY.GDP.PCAP.KD,2023,1571.4055801623
TSS,Sub-Saharan Africa (IDA & IBRD countries),NY.GDP.PCAP.KD,2022,1568.02152788113
,Upper middle income,NY.GDP.PCAP.KD,2024,9814.41283901258
,Upper middle income,NY.GDP.PCAP.KD,2023,9448.07566849762
,Upper middle income,NY.GDP.PCAP.KD,2022,9057.3896482151
WLD,World,NY.GDP.PCAP.KD,2024,11894.2521505051
WLD,World,NY.GDP.PCAP.KD,2023,11670.8224680822
WLD,World,NY.GDP.PCAP.KD,2022,11452.0202124616
AFG,Afghanistan,NY.GDP.PCAP.KD,2024,374.37669620849
AFG,Afghanistan,NY.GDP.PCAP.KD,2023,378.06630312259
AFG,Afghanistan,NY.GDP.PCAP.KD,2022,377.665627080705
ALB,Albania,NY.GDP.PCAP.KD,2024,6549.23387415397
ALB,Albania,NY.GDP.PCAP.KD,2023,6204.43525612114
ALB,Albania,NY.GDP.PCAP.KD,2022,5867.65096230557
DZA,Algeria,NY.GDP.PCAP.KD,2024,4765.72900168387
DZA,Algeria,NY.GDP.PCAP.KD,2023,4660.40545687895
DZA,Algeria,NY.GDP.PCAP.KD,2022,4544.46688060372
ASM,American Samoa,NY.GDP.PCAP.KD,2024,
ASM,American Samoa,NY.GDP.PCAP.KD,2023,
ASM,American Samoa,NY.GDP.PCAP.KD,2022,13709.0974895473
AND,Andorra,NY.GDP.PCAP.KD,2024,41223.9924906603
AND,Andorra,NY.GDP.PCAP.KD,2023,40227.23352974
AND,Andorra,NY.GDP.PCAP.KD,2022,39780.3966130791
AGO,Angola,NY.GDP.PCAP.KD,2024,2798.59392792708
AGO,Angola,NY.GDP.PCAP.KD,2023,2748.95196954248
AGO,Angola,NY.GDP.PCAP.KD,2022,2798.01717317688
ATG,Antigua and Barbuda,NY.GDP.PCAP.KD,2024,18304.5836762037
ATG,Antigua and Barbuda,NY.GDP.PCAP.KD,2023,17938.3186828047
ATG,Antigua and Barbuda,NY.GDP.PCAP.KD,2022,17359.2674811108
ARG,Argentina,NY.GDP.PCAP.KD,2024,12774.3506596628
ARG,Argentina,NY.GDP.PCAP.KD,2023,12993.0928872416
ARG,Argentina,NY.GDP.PCAP.KD,2022,13276.8232110189
ARM,Armenia,NY.GDP.PCAP.KD,2024,5378.31799981682
ARM,Armenia,NY.GDP.PCAP.KD,2023,5197.23509013575
ARM,Armenia,NY.GDP.PCAP.KD,2022,4791.00481712183
ABW,Aruba,NY.GDP.PCAP.KD,2024,33938.9541769192
ABW,Aruba,NY.GDP.PCAP.KD,2023,31963.0764505349
ABW,Aruba,NY.GDP.PCAP.KD,2022,29198.9903584827
AUS,Australia,NY.GDP.PCAP.KD,2024,61486.38147544
AUS,Australia,NY.GDP.PCAP.KD,2023,61869.082498576
AUS,Australia,NY.GDP.PCAP.KD,2022,61200.4588964781
AUT,Austria,NY.GDP.PCAP.KD,2024,45958.8250071261
AUT,Austria,NY.GDP.PCAP.KD,2023,46497.9114640341
AUT,Austria,NY.GDP.PCAP.KD,2022,47332.4240357971
AZE,Azerbaijan,NY.GDP.PCAP.KD,2024,5876.03295533913
AZE,Azerbaijan,NY.GDP.PCAP.KD,2023,5668.61021317029
AZE,Azerbaijan,NY.GDP.PCAP.KD,2022,5599.58524971025
BHS,"Bahamas, The",NY.GDP.PCAP.KD,2024,33968.2032187918
BHS,"Bahamas, The",NY.GDP.PCAP.KD,2023,33009.645615121
BHS,"Bahamas, The",NY.GDP.PCAP.KD,2022,32186.4575039237
BHR,Bahrain,NY.GDP.PCAP.KD,2024,25886.2393152311
BHR,Bahrain,NY.GDP.PCAP.KD,2023,25342.6226641572
BHR,Bahrain,NY.GDP.PCAP.KD,2022,25234.40256182
BGD,Bangladesh,NY.GDP.PCAP.KD,2024,1941.27874360025
BGD,Bangladesh,NY.GDP.PCAP.KD,2023,1885.37733613545
BGD,Bangladesh,NY.GDP.PCAP.KD,2022,1804.3493461776
BRB,Barbados,NY.GDP.PCAP.KD,2024,22421.5333611295
BRB,Barbados,NY.GDP.PCAP.KD,2023,21701.2660270701
BRB,Barbados,NY.GDP.PCAP.KD,2022,21315.9363255517
BLR,Belarus,NY.GDP.PCAP.KD,2024,6814.34443423546
BLR,Belarus,NY.GDP.PCAP.KD,2023,6497.78450683592
BLR,Belarus,NY.GDP.PCAP.KD,2022,6206.61909685419
BEL,Belgium,NY.GDP.PCAP.KD,2024,45019.6989654607
BEL,Belgium,NY.GDP.PCAP.KD,2023,44828.2274521244
BEL,Belgium,NY.GDP.PCAP.KD,2022,44516.002160801
BLZ,Belize,NY.GDP.PCAP.KD,2024,6290.49294452749
BLZ,Belize,NY.GDP.PCAP.KD,2023,6165.69414825936
BLZ,Belize,NY.GDP.PCAP.KD,2022,6262.56088273674
BEN,Benin,NY.GDP.PCAP.KD,2024,1324.78312597434
BEN,Benin,NY.GDP.PCAP.KD,2023,1263.62158336368
BEN,Benin,NY.GDP.PCAP.KD,2022,1218.49668929091
BMU,Bermuda,NY.GDP.PCAP.KD,2024,116513.536565041
BMU,Bermuda,NY.GDP.PCAP.KD,2023,114244.681047132
BMU,Bermuda,NY.GDP.PCAP.KD,2022,109412.251159598
BTN,Bhutan,NY.GDP.PCAP.KD,2024,3717.21053114706
BTN,Bhutan,NY.GDP.PCAP.KD,2023,3480.51388523184
BTN,Bhutan,NY.GDP.PCAP.KD,2022,3349.73309632799
BOL,Bolivia,NY.GDP.PCAP.KD,2024,3045.61476620329
BOL,Bolivia,NY.GDP.PCAP.KD,2023,3122.77049466223
BOL,Bolivia,NY.GDP.PCAP.KD,2022,3088.24126173436
BIH,Bosnia and Herzegovina,NY.GDP.PCAP.KD,2024,6746.95366547249
BIH,Bosnia and Herzegovina,NY.GDP.PCAP.KD,2023,6493.32400514463
BIH,Bosnia and Herzegovina,NY.GDP.PCAP.KD,2022,6327.16206849174
BWA,Botswana,NY.GDP.PCAP.KD,2024,6952.34770386661
BWA,Botswana,NY.GDP.PCAP.KD,2023,7269.05170664457
BWA,Botswana,NY.GDP.PCAP.KD,2022,7159.5860618268
BRA,Brazil,NY.GDP.PCAP.KD,2024,9566.74518687619
BRA,Brazil,NY.GDP.PCAP.KD,2023,9288.02701470069
BRA,Brazil,NY.GDP.PCAP.KD,2022,9032.08481566299
VGB,British Virgin Islands,NY.GDP.PCAP.KD,2024,
VGB,British Virgin Islands,NY.GDP.PCAP.KD,2023,
VGB,British Virgin Islands,NY.GDP.PCAP.KD,2022,
BRN,Brunei Darussalam,NY.GDP.PCAP.KD,2024,29563.8682753082
BRN,Brunei Darussalam,NY.GDP.PCAP.KD,2023,28645.9645396284
BRN,Brunei Darussalam,NY.GDP.PCAP.KD,2022,28549.1756060465
BGR,Bulgaria,NY.GDP.PCAP.KD,2024,10127.4152566236
BGR,Bulgaria,NY.GDP.PCAP.KD,2023,9787.76510584614
BGR,Bulgaria,NY.GDP.PCAP.KD,2022,9598.35828571579
BFA,Burkina Faso,NY.GDP.PCAP.KD,2024,764.082625588818
BFA,Burkina Faso,NY.GDP.PCAP.KD,2023,745.405334618409
BFA,Burkina Faso,NY.GDP.PCAP.KD,2022,740.306319930259
BDI,Burundi,NY.GDP.PCAP.KD,2024,268.700857389911
BDI,Burundi,NY.GDP.PCAP.KD,2023,264.84330794512
BDI,Burundi,NY.GDP.PCAP.KD,2022,263.587550049119
CPV,Cabo Verde,NY.GDP.PCAP.KD,2024,4438.38741931171
CPV,Cabo Verde,NY.GDP.PCAP.KD,2023,4168.67748407593
CPV,Cabo Verde,NY.GDP.PCAP.KD,2022,3997.76763250653
KHM,Cambodia,NY.GDP.PCAP.KD,2024,2183.55682401667
KHM,Cambodia,NY.GDP.PCAP.KD,2023,2085.05748462122
KHM,Cambodia,NY.GDP.PCAP.KD,2022,2011.27433313262
CMR,Cameroon,NY.GDP.PCAP.KD,2024,1480.73097431993
CMR,Cameroon,NY.GDP.PCAP.KD,2023,1468.17837007337
CMR,Cameroon,NY.GDP.PCAP.KD,2022,1458.66180431693
CAN,Canada,NY.GDP.PCAP.KD,2024,45061.3864587285
CAN,Canada,NY.GDP.PCAP.KD,2023,45495.5100892605
CAN,Canada,NY.GDP.PCAP.KD,2022,45883.0058941892
CYM,Cayman Islands,NY.GDP.PCAP.KD,2024,84381.4731440521
CYM,Cayman Islands,NY.GDP.PCAP.KD,2023,82906.5454943954
CYM,Cayman Islands,NY.GDP.PCAP.KD,2022,79942.1196290248
CAF,Central African Republic,NY.GDP.PCAP.KD,2024,389.938307964229
CAF,Central African Republic,NY.GDP.PCAP.KD,2023,397.467795750451
CAF,Central African Republic,NY.GDP.PCAP.KD,2022,398.91539795642
TCD,Chad,NY.GDP.PCAP.KD,2024,855.999353179333
TCD,Chad,NY.GDP.PCAP.KD,2023,856.985507283698
TCD,Chad,NY.GDP.PCAP.KD,2022,862.602128172536
CHI,Channel Islands,NY.GDP.PCAP.KD,2024,
CHI,Channel Islands,NY.GDP.PCAP.KD,2023,69818.1528119104
CHI,Channel Islands,NY.GDP.PCAP.KD,2022,67508.9385276664
CHL,Chile,NY.GDP.PCAP.KD,2024,14616.9287938028
CHL,Chile,NY.GDP.PCAP.KD,2023,14294.7106635595
CHL,Chile,NY.GDP.PCAP.KD,2022,14275.4094646211
CHN,China,NY.GDP.PCAP.KD,2024,13119.1076099516
CHN,China,NY.GDP.PCAP.KD,2023,12483.9791101249
CHN,China,NY.GDP.PCAP.KD,2022,11830.298767861
COL,Colombia,NY.GDP.PCAP.KD,2024,6865.31283944628
COL,Colombia,NY.GDP.PCAP.KD,2023,6837.37392084534
COL,Colombia,NY.GDP.PCAP.KD,2022,6856.72590505374
COM,Comoros,NY.GDP.PCAP.KD,2024,1402.52614298112
COM,Comoros,NY.GDP.PCAP.KD,2023,1383.64201759575
COM,Comoros,NY.GDP.PCAP.KD,2022,1366.9513495529
COD,"Congo, Dem. Rep.",NY.GDP.PCAP.KD,2024,554.117609962628
COD,"Congo, Dem. Rep.",NY.GDP.PCAP.KD,2023,539.45912637913
COD,"Congo, Dem. Rep.",NY.GDP.PCAP.KD,2022,513.512704372167
COG,"Congo, Rep.",NY.GDP.PCAP.KD,2024,1671.7266018229
COG,"Congo, Rep.",NY.GDP.PCAP.KD,2023,1677.08549205924
COG,"Congo, Rep.",NY.GDP.PCAP.KD,2022,1686.00234391385
CRI,Costa Rica,NY.GDP.PCAP.KD,2024,15052.9149924743
CRI,Costa Rica,NY.GDP.PCAP.KD,2023,14531.5005137466
CRI,Costa Rica,NY.GDP.PCAP.KD,2022,13931.8461614764
CIV,Cote d'Ivoire,NY.GDP.PCAP.KD,2024,2395.65916961845
CIV,Cote d'Ivoire,NY.GDP.PCAP.KD,2023,2315.36434710324
CIV,Cote d'Ivoire,NY.GDP.PCAP.KD,2022,2227.08197820584
HRV,Croatia,NY.GDP.PCAP.KD,2024,17854.3262648378
HRV,Croatia,NY.GDP.PCAP.KD,2023,17225.4504515697
HRV,Croatia,NY.GDP.PCAP.KD,2022,16618.3333786183
CUB,Cuba,NY.GDP.PCAP.KD,2024,7381.39774048869
CUB,Cuba,NY.GDP.PCAP.KD,2023,7433.42885399674
CUB,Cuba,NY.GDP.PCAP.KD,2022,7552.33152218842
CUW,Curacao,NY.GDP.PCAP.KD,2024,18044.7750692923
CUW,Curacao,NY.GDP.PCAP.KD,2023,17326.9645481336
CUW,Curacao,NY.GDP.PCAP.KD,2022,16772.8146989153
CYP,Cyprus,NY.GDP.PCAP.KD,2024,32757.541015625
CYP,Cyprus,NY.GDP.PCAP.KD,2023,32022.01953125
CYP,Cyprus,NY.GDP.PCAP.KD,2022,31505.2109375
CZE,Czechia,NY.GDP.PCAP.KD,2024,20449.1135911311
CZE,Czechia,NY.GDP.PCAP.KD,2023,20272.5874017334
CZE,Czechia,NY.GDP.PCAP.KD,2022,20627.348651011
DNK,Denmark,NY.GDP.PCAP.KD,2024,60772.8624276041
DNK,Denmark,NY.GDP.PCAP.KD,2023,59026.9843650999
DNK,Denmark,NY.GDP.PCAP.KD,2022,59108.7449374068
DJI,Djibouti,NY.GDP.PCAP.KD,2024,3290.42482052598
DJI,Djibouti,NY.GDP.PCAP.KD,2023,3117.8155381531
DJI,Djibouti,NY.GDP.PCAP.KD,2022,2959.78673011268
DMA,Dominica,NY.GDP.PCAP.KD,2024,9172.71049624795
DMA,Dominica,NY.GDP.PCAP.KD,2023,8946.98822588042
DMA,Dominica,NY.GDP.PCAP.KD,2022,8590.92209069816
DOM,Dominican Republic,NY.GDP.PCAP.KD,2024,9168.45418897141
DOM,Dominican Republic,NY.GDP.PCAP.KD,2023,8809.96335385949
DOM,Dominican Republic,NY.GDP.PCAP.KD,2022,8698.13592094395
ECU,Ecuador,NY.GDP.PCAP.KD,2024,5993.74697758454
ECU,Ecuador,NY.GDP.PCAP.KD,2023,6165.40977555695
ECU,Ecuador,NY.GDP.PCAP.KD,2022,6107.49495006543
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.KD,2024,4137.6092923313
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.KD,2023,4111.3118479018
EGY,"Egypt, Arab Rep.",NY.GDP.PCAP.KD,2022,4029.78295458204
SLV,El Salvador,NY.GDP.PCAP.KD,2024,4576.55846613444
SLV,El Salvador,NY.GDP.PCAP.KD,2023,4481.19664108356
SLV,El Salvador,NY.GDP.PCAP.KD,2022,4355.96037108555
GNQ,Equatorial Guinea,NY.GDP.PCAP.KD,2024,4892.95310498567
GNQ,Equatorial Guinea,NY.GDP.PCAP.KD,2023,4992.26076814571
GNQ,Equatorial Guinea,NY.GDP.PCAP.KD,2022,5524.24312418579
ERI,Eritrea,NY.GDP.PCAP.KD,2024,
ERI,Eritrea,NY.GDP.PCAP.KD,2023,
ERI,Eritrea,NY.GDP.PCAP.KD,2022,
EST,Estonia,NY.GDP.PCAP.KD,2024,20078.1397620993
EST,Estonia,NY.GDP.PCAP.KD,2023,20126.3730486957
EST,Estonia,NY.GDP.PCAP.KD,2022,21023.2994937246
SWZ,Eswatini,NY.GDP.PCAP.KD,2024,3866.37127926695
SWZ,Eswatini,NY.GDP.PCAP.KD,2023,3790.16576788091
SWZ,Eswatini,NY.GDP.PCAP.KD,2022,3695.64957179548
ETH,Ethiopia,NY.GDP.PCAP.KD,2024,883.458588614999
ETH,Ethiopia,NY.GDP.PCAP.KD,2023,842.446604881663
ETH,Ethiopia,NY.GDP.PCAP.KD,2022,811.177729337321
FRO,Faroe Islands,NY.GDP.PCAP.KD,2024,59302.1098546142
FRO,Faroe Islands,NY.GDP.PCAP.KD,2023,59067.5637446297
FRO,Faroe Islands,NY.GDP.PCAP.KD,2022,57784.7223702914
FJI,Fiji,NY.GDP.PCAP.KD,2024,5935.20895738332
FJI,Fiji,NY.GDP.PCAP.KD,2023,5761.56947891018
FJI,Fiji,NY.GDP.PCAP.KD,2022,5291.51692439451
FIN,Finland,NY.GDP.PCAP.KD,2024,45075.1684940688
FIN,Finland,NY.GDP.PCAP.KD,2023,45196.4814400136
FIN,Finland,NY.GDP.PCAP.KD,2022,46016.1492103929
FRA,France,NY.GDP.PCAP.KD,2024,39683.3953489029
FRA,France,NY.GDP.PCAP.KD,2023,39319.4152227295
FRA,France,NY.GDP.PCAP.KD,2022,38868.3303330557
PYF,French Polynesia,NY.GDP.PCAP.KD,2024,20846.6514059991
PYF,French Polynesia,NY.GDP.PCAP.KD,2023,20664.9770259225
PYF,French Polynesia,NY.GDP.PCAP.KD,2022,20160.4994298379
GAB,Gabon,NY.GDP.PCAP.KD,2024,6618.9868586134
GAB,Gabon,NY.GDP.PCAP.KD,2023,6541.25368618042
GAB,Gabon,NY.GDP.PCAP.KD,2022,6527.48207901861
GMB,"Gambia, The",NY.GDP.PCAP.KD,2024,758.965888826955
GMB,"Gambia, The",NY.GDP.PCAP.KD,2023,735.612384062616
GMB,"Gambia, The",NY.GDP.PCAP.KD,2022,710.686979216316
GEO,Georgia,NY.GDP.PCAP.KD,2024,6606.35772271858
GEO,Georgia,NY.GDP.PCAP.KD,2023,6180.6206023429
GEO,Georgia,NY.GDP.PCAP.KD,2022,5736.30449578597
DEU,Germany,NY.GDP.PCAP.KD,2024,44027.7631554469
DEU,Germany,NY.GDP.PCAP.KD,2023,44368.9920074881
DEU,Germany,NY.GDP.PCAP.KD,2022,44817.1316331389
GHA,Ghana,NY.GDP.PCAP.KD,2024,2173.00329800201
GHA,Ghana,NY.GDP.PCAP.KD,2023,2091.81335596465
GHA,Ghana,NY.GDP.PCAP.KD,2022,2067.20895855521
GIB,Gibraltar,NY.GDP.PCAP.KD,2024,
GIB,Gibraltar,NY.GDP.PCAP.KD,2023,
GIB,Gibraltar,NY.GDP.PCAP.KD,2022,
